Round,Accuracy
1,18.08
2,51.7
3,64.16
4,68.35
5,68.51
6,69.33
7,69.11
8,70.89
9,71.13
10,70.61
11,71.97
12,71.25
13,71.91
14,72.18
15,72.82
16,72.04
17,71.93
18,72.7
19,73.27
20,73.03
21,73.72
22,72.72
23,73.9
24,73.39
25,73.58
